# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       40.176      136.617
       1.000      100.000      132.473      136.617
       2.001       98.900      132.473      136.617
       3.001       99.900      132.473      136.617
       4.002       99.000      132.473      136.617
       5.002       99.900      132.473      136.617
       6.003       99.900      132.473      136.617
       7.004      100.000      132.473      136.617
       8.004       98.900      132.473      136.617
       9.005       99.900      132.473      136.617
      10.005       98.900      132.473      136.617
      11.006       99.900      132.473      136.617
      12.006       99.900      132.473      136.617
      13.007       99.000      132.473      136.617
      14.007       99.900      132.473      136.617
      15.008       99.900      132.473      136.617
      16.008      100.000      132.473      136.617
      17.009       99.000      132.473      136.617
      18.009       99.900      132.473      136.617
      19.010       98.900      132.473      136.617
      20.010       99.900      132.473      136.617
